question,document,type,order,text,pmid
2955,1,2_abstract_sentence,0,"Objective: To investigate whether a totally intracorporeally radical cystectomy (RC) can be considered the new 'gold standard' in bladder cancer, as open RC (ORC) is the current 'gold standard' for surgical treatment of muscle-invasive and high-grade non-muscle-invasive bladder cancer. ",30140466
2955,1,2_abstract_sentence,1,"However, robot-assisted radical cystectomy (RARC) is becoming the preferred surgical approach in many centres as it seems to maintain the oncological control of open surgery whilst offering improved perioperative benefits. ",30140466
2955,1,2_abstract_sentence,2,"Materials and methods: A review of the literature was conducted using the Pubmed/MEDLINE, ISI Web of Knowledge and Cochrane Databases to identify studies that included both ORC and RARC with intracorporeal and extracorporeal urinary diversion (UD) published up to July 2017. ",30140466
2955,1,2_abstract_sentence,3,Results: Evidence from four single-centre randomised controlled trials and now the multicentre Randomized Trial of Open versus Robotic Cystectomy (RAZOR) trial  demonstrate the oncological equivalence of RARC to ORC. ,30140466
2955,1,2_abstract_sentence,4,The only convincing evidence for the superiority of RARC is in the area of blood loss and transfusion rates. ,30140466
2955,1,2_abstract_sentence,5,"However, the UD procedure in these trials was performed extracorporeally and, to realise the full benefits of RARC, a totally intracorporeal approach is needed. ",30140466
2955,1,2_abstract_sentence,6,Intracorporeal UDs (ICUDs) have been shown to be technically feasible by  a few expert centres and have demonstrated some improved short-term perioperative outcomes compared to extracorporeal UDs. ,30140466
2955,1,2_abstract_sentence,7,"Conclusions: Although initial outcomes appear promising, RARC with ICUD is far from gaining 'gold standard' status. ",30140466
2955,1,2_abstract_sentence,8,Further studies are needed to confirm that outcomes are reproducible widely. ,30140466
2955,1,2_abstract_sentence,9,"Furthermore, the benefits of a totally intracorporeal approach must be confirmed in randomised controlled trials. ",30140466
2955,2,1_title,0,"Robot-assisted radical cystectomy versus open radical cystectomy in patients with bladder cancer (RAZOR): an open-label, randomised, phase 3, non-inferiority trial.  ",29976469
2955,2,2_abstract_sentence,0,Comment in     Lancet. ,29976469
2955,2,2_abstract_sentence,1,2018 Jun 23;391(10139):2479-2480. ,29976469
2955,2,2_abstract_sentence,2,    Eur Urol. ,29976469
2955,2,2_abstract_sentence,3,2018 Dec;74(6):840-841. ,29976469
2955,2,2_abstract_sentence,4,    Eur Urol. ,29976469
2955,2,2_abstract_sentence,5,2019 Jan;75(1):199. ,29976469
2955,2,2_abstract_sentence,6,    Eur Urol. ,29976469
2955,2,2_abstract_sentence,7,2019 Feb;75(2):e36. ,29976469
2955,2,2_abstract_sentence,8,    Lancet. ,29976469
2955,2,2_abstract_sentence,9,2019 Feb 16;393(10172):642-644. ,29976469
2955,2,2_abstract_sentence,10,    Lancet. ,29976469
2955,2,2_abstract_sentence,11,2019 Feb 16;393(10172):644-645. ,29976469
2955,2,2_abstract_sentence,12,    Lancet. ,29976469
2955,2,2_abstract_sentence,13,2019 Feb 16;393(10172):645. ,29976469
252,0,1_title,0,Sirolimus and tuberous sclerosis-associated renal angiomyolipomas.  ,20457704
252,0,2_abstract_sentence,0,"Tuberous sclerosis, caused by germline mutations in the TSC1 or TSC2 genes, is associated with aberrant upregulation of the mammalian target of rapamycin (mTOR) signalling pathway, resulting in growth of tumours, including renal angiomyolipomas (AMLs). ",20457704
252,0,2_abstract_sentence,1,"AMLs may cause hypertension, renal failure and spontaneous life-threatening haemorrhage. ",20457704
252,0,2_abstract_sentence,2,"Previously, invasive interventions were required to treat AMLs. ",20457704
252,0,2_abstract_sentence,3,"More recently, mTOR inhibitors have been used as molecularly targeted treatment to treat AMLs. ",20457704
252,0,2_abstract_sentence,4,We present here the case of a paediatric patient with TSC in whom sirolimus has been used successfully to halt  growth of renal AMLs. ,20457704
252,1,1_title,0,Genetics and molecular biology of tuberous sclerosis complex.  ,19506736
252,1,2_abstract_sentence,0,"Tuberous Sclerosis Complex is a multisystem disorder exhibiting a wide range of manifestations characterized by tumour-like lesions called hamartomas in the brain, skin, eyes, heart, lungs and kidneys. ",19506736
252,1,2_abstract_sentence,1,Tuberous Sclerosis Complex is genetically determined with an autosomal dominant inheritance and is caused by inactivating mutations in either the TSC1 or TSC2 genes. ,19506736
252,1,2_abstract_sentence,2,"TSC1/2 genes play a fundamental role in the regulation of phosphoinositide 3-kinase (PI3K) signalling pathway, inhibiting the mammalian target of rapamycin (mTOR) through activation of the GTPase activity of Rheb. ",19506736
252,1,2_abstract_sentence,3,"Mutations in TSC1/2 genes impair the inhibitory function of the hamartin/tuberin complex, leading to phosphorylation of the downstream effectors of mTOR, p70 S6 kinase (S6K), ribosomal protein S6 and the elongation factor binding protein 4E-BP1, resulting in uncontrolled cell growth and tumourigenesis.Despite recent promising genetic, diagnostic, and therapeutic  advances in Tuberous Sclerosis Complex, continuing research in all aspects of this complex disease will be pivotal to decrease its associated morbidity and mortality. ",19506736
252,1,2_abstract_sentence,4,"In this review we will discuss and analyse all the important findings  in the molecular pathogenesis of Tuberous Sclerosis Complex, focusing on genetics and the molecular mechanisms that define this multisystemic disorder. ",19506736
252,2,1_title,0,"Expression, purification, crystallization and preliminary structural characterization of the GTPase domain of human Rheb.  ",15388940
252,2,2_abstract_sentence,0,Ras homologue enriched in brain (Rheb) represents a unique group of small GTPases and shares moderate sequence identity with the Ras/Rap subfamily. ,15388940
252,2,2_abstract_sentence,1,It acts downstream of nutrient signalling as the direct target of the tuberous sclerosis  complex (TSC) and upstream of mTOR/S6K1/4EBP in the insulin-signalling pathway. ,15388940
252,2,2_abstract_sentence,2,"The GTPase domain of human Rheb (hRheb) has been recombinantly expressed in Escherichia coli, purified and cocrystallized in complexes with GDP, GTP and GppNHp using the hanging-drop vapour-diffusion method. ",15388940
252,2,2_abstract_sentence,3,"Crystals of the hRheb-GDP  complex belong to space group P2(1)2(1)2(1), with unit-cell parameters a = 44.5,  b = 52.3, c = 70.6 A. ",15388940
252,2,2_abstract_sentence,4,"The hRheb-GppNHp complex crystallized in two crystal forms: one has the same space group and unit-cell parameters as the hRheb-GDP complex and the other belongs to space group C222(1), with unit-cell parameters a = 102.9, b = 99.2, c = 48.0 A. ",15388940
252,2,2_abstract_sentence,5,"The hRheb-GTP complex also crystallized in two crystal forms: one belongs to space group C222(1), with unit-cell parameters a =  102.4, b = 98.3, c = 47.9 A, and the other belongs to space group P2(1), with unit-cell parameters a = 77.3, b = 47.9, c = 71.9 A, beta = 89.0 degrees. ",15388940
252,2,2_abstract_sentence,6,All these crystals diffract X-rays to better than 2.8 A resolution and at least one diffraction data set has been collected for each crystal form using an in-house R-AXIS IV++ diffractometer. ,15388940
252,2,2_abstract_sentence,7,Structural studies of hRheb in complexes with various substrates may provide insights into the recognition and specificity of substrate and the catalytic mechanism of mammalian Rhebs and shed light on the biological functions of Rhebs in the mTOR signalling pathway. ,15388940
252,3,1_title,0,Rheb promotes cell growth as a component of the insulin/TOR signalling network.  ,12766776
252,3,2_abstract_sentence,0,Erratum in     Nat Cell Biol. ,12766776
252,3,2_abstract_sentence,1,2003 Jul;5(7):680. ,12766776
252,4,1_title,0,Rheb is an essential regulator of S6K in controlling cell growth in Drosophila.  ,12766775
252,4,2_abstract_sentence,0,"Understanding the mechanisms through which multicellular organisms regulate cell, organ and body growth is of relevance to developmental biology and to research on growth-related diseases such as cancer. ",12766775
252,4,2_abstract_sentence,1,"Here we describe a new effector in growth control, the small GTPase Rheb (Ras homologue enriched in brain). ",12766775
252,4,2_abstract_sentence,2,"Mutations in the Drosophila melanogaster Rheb gene were isolated as growth-inhibitors, whereas overexpression of Rheb promoted cell growth. ",12766775
252,4,2_abstract_sentence,3,"Our genetic and biochemical analyses suggest that Rheb functions downstream of the tumour suppressors Tsc1 (tuberous sclerosis 1)-Tsc2 in the TOR (target of rapamycin) signalling pathway to control  growth, and that a major effector of Rheb function is ribosomal S6 kinase (S6K). ",12766775
252,5,1_title,0,Behavioural and EEG effects of chronic rapamycin treatment in a mouse model of tuberous sclerosis complex.  ,23159330
252,5,2_abstract_sentence,0,"Tuberous Sclerosis Complex (TSC) is a multisystem genetic disorder caused by mutation in either Tsc1 or Tsc2 genes that leads to the hyper activation of the mTOR pathway, a key signalling pathway for synaptic plasticity. ",23159330
252,5,2_abstract_sentence,1,"TSC is characterized by benign tumors arising in different organs and severe neuropsychiatric symptoms, such as epilepsy, intellectual disability, autism, anxiety and depressive behaviour. ",23159330
252,5,2_abstract_sentence,2,Rapamycin is a potent inhibitor of mTOR and its efficacy in treating epilepsy and neurological symptoms remains elusive. ,23159330
252,5,2_abstract_sentence,3,"In a mouse model in which Tsc1 has been deleted in embryonic telencephalic neural stem cells, we analyzed anxiety- and depression-like behaviour by elevated-plus maze (EPM), open-field test (OFT), forced-swim test (FST) and tail-suspension test (TST), after chronic administration of rapamycin. ",23159330
252,5,2_abstract_sentence,4,"In addition, spectral analysis  of background EEG was performed. ",23159330
252,5,2_abstract_sentence,5,"Rapamycin-treated mutant mice displayed a reduction in anxiety- and depression-like phenotype, as shown by the EPM/OFT and  FST, respectively. ",23159330
252,5,2_abstract_sentence,6,These results were inline with EEG power spectra outcomes. ,23159330
252,5,2_abstract_sentence,7,The same effects of rapamycin were observed in wild-type mice. ,23159330
252,5,2_abstract_sentence,8,"Notably, in heterozygous animals we did not observe any EEG and/or behavioural variation after rapamycin treatment. ",23159330
252,5,2_abstract_sentence,9,"Together these results suggest that both TSC1 deletion and chronic rapamycin treatment might have a role in modulating behaviour and brain activity, and point out to the potential usefulness of background EEG analysis in tracking brain dysfunction in parallel with behavioural testing. ",23159330
252,6,1_title,0,Tuberous sclerosis: from tubers to mTOR.  ,12556239
252,6,2_abstract_sentence,0,Tuberous sclerosis (TSC) is an autosomal dominant hamartoma syndrome whose causative genes (TSC1 and TSC2) were identified 5 and 9 years ago respectively. ,12556239
252,6,2_abstract_sentence,1,"Their encoded proteins are large, and apart from a strong binding interaction with each other, relatively little was known about their biochemical function. ",12556239
252,6,2_abstract_sentence,2,Recent studies in Drosophila have pinpointed a critical function for the DrosophilaTSC1/TSC2 homologues in the regulation of cell size. ,12556239
252,6,2_abstract_sentence,3,Epistasis experiments and a variety of biochemical studies that followed have indicated a critical function for these proteins in the highly conserved PI-3-kinase-Akt-mTOR signalling pathway. ,12556239
252,7,1_title,0,The mTOR/S6K signalling pathway: the role of the TSC1/2 tumour suppressor complex and the proto-oncogene Rheb.  ,15562827
252,7,2_abstract_sentence,0,"Gene deletion studies in mice and in Drosophila have shown that the 40S ribosomal protein S6 Kinases, dS6K in Drosophila and S6K1 and S6K2 in mice are important regulators of cell growth in response to insulin stimulation and nutrition availability. ",15562827
252,7,2_abstract_sentence,1,"Here we chiefly focus on dS6k and S6K1, whose activities are regulated by an upstream kinase termed the mammalian target of rapamycin (mTOR, or dTOR in Drosophila). ",15562827
252,7,2_abstract_sentence,2,Our understanding of the mechanisms regulating the mTOR/S6K1-signalling pathway will be fundamental in determining the mechanisms which control cell growth in response to insulin signalling. ,15562827
252,7,2_abstract_sentence,3,"Recent findings from this laboratory and others suggests that the tumour suppressor complex made of two proteins TSC1/hamartin and TSC2/tuberin, acts as a negative regulator of mTOR/S6K1 signalling. ",15562827
252,7,2_abstract_sentence,4,"Mutations in either TSC1 or TSC2 are genetically linked to  tuberous sclerosis complex (TSC) syndrome, which can lead to severe pathological  consequences, including mental retardation, epilepsy and autism, as well as cardiac, pulmonary and renal failure. ",15562827
252,7,2_abstract_sentence,5,"Despite a large number of initial reports on the TSC1/TSC2 complex, and the finding that its activity is regulated by protein kinase B (PKB), the direct target of the TSC1/TSC2 inhibitory complex was unknown until recently. ",15562827
252,7,2_abstract_sentence,6,"Since TSC2 has a GTPase-activating domain, or GAP-like sequence, others and we searched for a small GTP binding protein, which may serve as the target of TSC1/TSC2 inhibitory complex. ",15562827
252,7,2_abstract_sentence,7,In our case we took advantage of a genome wide screen in Drosophila for effectors of cell growth and in parallel searched for a small GTPase whose activity is up-regulated in TSC2-deficient cells. ,15562827
252,7,2_abstract_sentence,8,The identified gene was a member of the Ras family of GTPases termed Ras homologue enriched in brain or Rheb. ,15562827
252,7,2_abstract_sentence,9,Here we review recent findings demonstrating that the TSC1/TSC2 inhibitory complex normally acts on Rheb to mediate mTOR/S6K1-signalling. ,15562827
252,8,1_title,0,Mutation in TSC2 and activation of mammalian target of rapamycin signalling pathway in renal angiomyolipoma.  ,12711473
252,8,2_abstract_sentence,0,Mutations that inactivate either TSC1 or TSC2 cause tuberous sclerosis. ,12711473
252,8,2_abstract_sentence,1,"We have used immunoblotting and immunohistochemical analysis to see whether there is phosphorylation of p70 S6 kinase, and the ribosomal S6 protein in angiomyolipomas occurring in tuberous scierosis. ",12711473
252,8,2_abstract_sentence,2,Hamartin (encoded by TSC1) and S6K was expressed in all samples. ,12711473
252,8,2_abstract_sentence,3,"Tuberin (TSC2) was weak or absent in angiomyolipomas, but present in healthy kidney, whereas, phosphorylated p70 S6 kinase and p56 were present only in angiomyolipomas. ",12711473
252,8,2_abstract_sentence,4,"Our results indicate activation of a mammalian target of rapamycin metabolic pathway in tuberous sclerosis lesions, which contributes to their growth. ",12711473
252,8,2_abstract_sentence,5,We suggest that treatment with rapamycin and its analogues could benefit such patients. ,12711473
252,9,1_title,0,Expression of tuberin and hamartin in tuberous sclerosis complex-associated and sporadic cortical dysplasia of Taylor's balloon cell type.  ,18368626
252,9,2_abstract_sentence,0,Focal cortical dysplasia (FCD) type IIB is a malformation of cortical development characterized by presence of balloon cells. ,18368626
252,9,2_abstract_sentence,1,"These cells share phenotypic features of giant cells found in tuberous sclerosis complex (TSC), but the relationship between FCD type IIB and TSC is not well established. ",18368626
252,9,2_abstract_sentence,2,"TSC is an autosomal dominant disorder caused by mutation in either of two genes: TSC1, encoding hamartin, and TSC2, encoding tuberin. ",18368626
252,9,2_abstract_sentence,3,Both proteins form a complex inhibiting mTOR signalling pathway and thus regulate cell size and proliferation. ,18368626
252,9,2_abstract_sentence,4,"In this study, tuberin and hamartin expression was evaluated under a confocal microscope  in six cases of Taylor's balloon cell type FCD. ",18368626
252,9,2_abstract_sentence,5,Three patients met the clinical criteria for TSC. ,18368626
252,9,2_abstract_sentence,6,"In three other patients, TSC was excluded based on a panel of clinical and radiological examinations. ",18368626
252,9,2_abstract_sentence,7,"Additionally, two cases of FCD type I and 3 samples of normal brain tissue were used as a reference group. ",18368626
252,9,2_abstract_sentence,8,We found loss of tuberin and hamartin expression in FCD type IIB lesions from patients with TSC. ,18368626
252,9,2_abstract_sentence,9,"In sporadic FCD type IIB cases, only a few tuberin and hamartin positive cells were detected in the white-grey matter junction and in deeper parts of the white  matter. ",18368626
252,9,2_abstract_sentence,10,Cortical balloon cells showed loss of both tuberin and hamartin. ,18368626
252,9,2_abstract_sentence,11,"In contrast, the expression of tuberin and hamartin in FCD type I samples was strong, similarly to normal brain tissue. ",18368626
252,9,2_abstract_sentence,12,"In conclusion, loss of TSC1 and TSC2 products expression in balloon cells of both cortical dysplasia type IIB in TSC-related and sporadic patients suggests that FCD type IIB may represent the focal form of TSC. ",18368626
252,10,1_title,0,Tsc tumour suppressor proteins antagonize amino-acid-TOR signalling.  ,12172555
252,10,2_abstract_sentence,0,Comment in     Nat Cell Biol. ,12172555
252,10,2_abstract_sentence,1,2002 Sep;4(9):E214-6. ,12172555
668,0,1_title,0,Treatment and management of cluster headache.  ,11252143
668,0,2_abstract_sentence,0,Cluster headache is an uncommon yet well-defined neurovascular syndrome occurring in both episodic and chronic varieties. ,11252143
668,0,2_abstract_sentence,1,The most striking feature of cluster headache is the unmistakable circadian and circannual periodicity. ,11252143
668,0,2_abstract_sentence,2,Inheritance may play a role in some families. ,11252143
668,0,2_abstract_sentence,3,"The attacks are of extreme intensity, of short  duration, occur unilaterally, and are accompanied by signs and symptoms of autonomic dysfunction. ",11252143
668,0,2_abstract_sentence,4,"In contrast to migraine, during an attack the cluster patient prefers to pace about. ",11252143
668,0,2_abstract_sentence,5,Attacks frequently occur at night. ,11252143
668,0,2_abstract_sentence,6,"Although the pathophysiology of cluster headache remains to be fully elucidated, several seminal observations have recently been made. ",11252143
668,0,2_abstract_sentence,7,The medical treatment of cluster headache includes both acute therapy aimed at aborting individual attacks and prophylactic therapy aimed at preventing recurrent attacks during the cluster period. ,11252143
668,0,2_abstract_sentence,8,"Agents used for acute therapy include inhalation of oxygen, sumatriptan,  and dihydroergotamine. ",11252143
668,0,2_abstract_sentence,9,Transitional prophylaxis involves the short-term use of either corticosteroids or ergotamine derivatives. ,11252143
668,0,2_abstract_sentence,10,"The cornerstone of maintenance  prophylaxis is verapamil, yet methysergide, lithium, and divalproex sodium may also be employed. ",11252143
668,0,2_abstract_sentence,11,"In some patients, melatonin or topiramate may be useful adjunctive therapies. ",11252143
668,1,1_title,0,Diagnosis and treatment of cluster headache.  ,16628535
668,1,2_abstract_sentence,0,Cluster headache is an uncommon yet distinctive neurovascular syndrome occurring  in either episodic or chronic patterns. ,16628535
668,1,2_abstract_sentence,1,The most unique feature of cluster headache is the unmistakable circadian and circannual periodicity. ,16628535
668,1,2_abstract_sentence,2,"The attacks are stereotypical, that is, of extreme intensity, of short duration, occurring unilaterally, and associated with robust signs and symptoms of autonomic dysfunction. ",16628535
668,1,2_abstract_sentence,3,"Unlike migraine, during an attack the patient with cluster headache  often paces about. ",16628535
668,1,2_abstract_sentence,4,"Attacks frequently occur at night, awakening the patient from  sleep. ",16628535
668,1,2_abstract_sentence,5,"Although the pathophysiology of cluster headache remains to be fully elucidated, several seminal observations have recently been made. ",16628535
668,1,2_abstract_sentence,6,"The medical treatment of cluster headache includes acute, transitional, and maintenance prophylaxis. ",16628535
668,1,2_abstract_sentence,7,"Agents used for acute therapy include inhalation of oxygen and triptans, such as sumatriptan, and dihydroergotamine. ",16628535
668,1,2_abstract_sentence,8,Transitional prophylaxis refers to the short-term use of fast-acting agents. ,16628535
668,1,2_abstract_sentence,9,This typically involves either corticosteroids or ergotamine derivatives. ,16628535
668,1,2_abstract_sentence,10,The mainstay of prophylactic therapy is verapamil. ,16628535
668,1,2_abstract_sentence,11,"Lithium, divalproex sodium, or topiramate may also be useful. ",16628535
668,1,2_abstract_sentence,12,"As the sophistication of functional neuroimaging increases, so too will our ability to better understand the anatomic and metabolic perturbations that underlie cluster headache. ",16628535
668,2,1_title,0,Cluster headache and other trigeminal autonomic cephalalgias: diagnosis and treatment.  ,15651299
668,2,2_abstract_sentence,0,Cluster headaches are characterized by strictly unilateral paroxysmal attacks of  severe pain with associated autonomic sign and symptom. ,15651299
668,2,2_abstract_sentence,1,Prevalence is 5 times higher in men than in women in our cases. ,15651299
668,2,2_abstract_sentence,2,"About 10-15% of patients have chronic symptoms without remissions, but we estimated less frequent in Japanese (6.6% in  our series). ",15651299
668,2,2_abstract_sentence,3,"Pain almost invariably recurs on the same side, but in some patients (16.4%) the affected site switches. ",15651299
668,2,2_abstract_sentence,4,Cluster headache may be inherited in about 5% of our cases. ,15651299
668,2,2_abstract_sentence,5,Attacks frequently occur at night (60.7%). ,15651299
668,2,2_abstract_sentence,6,The patients (64.8%) are restless or agitated during an attack. ,15651299
668,2,2_abstract_sentence,7,Recent PET studies elucidated that acute attacks causes activation of the posterior hypothalamic grey matter. ,15651299
668,2,2_abstract_sentence,8,The excitement of the area might be responsible for peculiar clinical characteristics of agitation. ,15651299
668,2,2_abstract_sentence,9,Some patients (66.0%) have also have symptoms (especially a visual  aura) usually attributed to migraine. ,15651299
668,2,2_abstract_sentence,10,Treatment of cluster headache includes both acute therapy aimed at aborting individual attacks and prophylactic therapy aimed at preventing recurrent attacks during the cluster period. ,15651299
668,2,2_abstract_sentence,11,There are many choices using for both therapies. ,15651299
668,2,2_abstract_sentence,12,"Based on our clinical experience, we recommended the combination of nasal sumatriptan for acute attacks and verapamil 240 mg/day for prophylaxis. ",15651299
668,3,1_title,0,Cluster headache--acute and prophylactic therapy.  ,21284609
668,3,2_abstract_sentence,0,Cluster headache (CH) pain is the most severe of the primary headache syndromes. ,21284609
668,3,2_abstract_sentence,1, It is characterized by periodic attacks of strictly unilateral pain associated with ipsilateral cranial autonomic symptoms. ,21284609
668,3,2_abstract_sentence,2,"The majority of patients have episodic CH, with cluster periods that typically occur in a circannual rhythm, while 10% suffer from the chronic form, with no significant remissions between cluster periods. ",21284609
668,3,2_abstract_sentence,3,"Sumatriptan injection or oxygen inhalation is the first-line therapy for acute CH attacks, with the majority of patients responding to either  treatment. ",21284609
668,3,2_abstract_sentence,4,The calcium channel blocker verapamil is the drug of choice for CH prevention. ,21284609
668,3,2_abstract_sentence,5,"Other drugs that may be used for this purpose include lithium carbonate, topiramate, valproic acid, gabapentin, and baclofen. ",21284609
668,3,2_abstract_sentence,6,"Transitional prophylaxis, most commonly using corticosteroids, helps to control the attacks at the beginning of a cluster period. ",21284609
668,3,2_abstract_sentence,7,Peripheral neural blockade is effective for short-term pain control. ,21284609
668,3,2_abstract_sentence,8,"Recently, the therapeutic options for refractory CH patients have expanded with the emergence of both peripheral (mostly occipital nerve) and central (hypothalamic) neurostimulation. ",21284609
668,3,2_abstract_sentence,9,"With the emergence of these novel treatments, the role of ablative surgery in CH has declined. ",21284609
668,4,1_title,0,Botulinum toxin type-A therapy in cluster headache: an open study.  ,17901920
668,4,2_abstract_sentence,0,Comment in     J Headache Pain. ,17901920
668,4,2_abstract_sentence,1,2008 Apr;9(2):133. ,17901920
668,5,1_title,0,Cluster headache.  ,11026146
668,5,2_abstract_sentence,0,We present a review of 60 cases of cluster headache. ,11026146
668,5,2_abstract_sentence,1,"Most patients were males, ranging from 19 to 65 years of age at the time of the first visit. ",11026146
668,5,2_abstract_sentence,2,"Headaches consisted of short-lasting (from 15 to 210 minutes), intense, unilateral pain attacks, most frequently in the periorbital area, with ipsilateral autonomic signs (rhinorrhea, ptosis, tearing and conjunctival injection). ",11026146
668,5,2_abstract_sentence,3,"Between attacks,  patients were completely free of pain. ",11026146
668,5,2_abstract_sentence,4,"The attacks occurred in bouts lasting 1 to 6 months, in which patients had daily headaches (one to three times a day). ",11026146
668,5,2_abstract_sentence,5,Headaches responded well to oxygen or ergotamine. ,11026146
668,5,2_abstract_sentence,6,"Prophylactic therapy in most cases consisted of verapamil, also with a good response. ",11026146
668,5,2_abstract_sentence,7,We present this review in order to draw attention to this relatively rare form of headache with a specific therapy. ,11026146
668,6,1_title,0,Treatment of headache.  ,2520442
668,6,2_abstract_sentence,0,Headache is the most common complaint encountered in clinical practice. ,2520442
668,6,2_abstract_sentence,1,Approximately 45 million people in the United States experience chronic headaches. ,2520442
668,6,2_abstract_sentence,2,The management of migraine headache involves both pharmacologic and nondrug therapy. ,2520442
668,6,2_abstract_sentence,3,Drug therapy for migraine involves the use of abortive and prophylactic agents. ,2520442
668,6,2_abstract_sentence,4,"Abortive agents, such as ergotamine tartrate and ketoprofen, may be used to relieve the acute attack. ",2520442
668,6,2_abstract_sentence,5,Prophylactic therapy is focused on reducing the frequency and severity of the attacks. ,2520442
668,6,2_abstract_sentence,6,"beta-Adrenergic blocking agents, such as propranolol, remain the primary agents for many migraine patients, although other drugs, such as nonsteroidal anti-inflammatory drugs (NSAIDs), including ketoprofen, or calcium-channel blocking agents, such as verapamil, may be beneficial for many patients. ",2520442
668,6,2_abstract_sentence,7,"For cluster headache and its variants, methysergide and corticosteroids are usually the drugs of choice. ",2520442
668,6,2_abstract_sentence,8,"Patients with chronic cluster headache may achieve good results from long-term treatment with other therapies, including lithium carbonate, verapamil, and ketoprofen. ",2520442
668,7,1_title,0,"Prophylaxis of migraine, transformed migraine, and cluster headache with topiramate.  ",12390644
668,7,2_abstract_sentence,0,OBJECTIVE: To assess the efficacy and tolerability of topiramate for prophylaxis  of migraine and cluster headache via a retrospective chart analysis. ,12390644
668,7,2_abstract_sentence,1,BACKGROUND: Topiramate has multiple mechanisms of action that could potentially contribute to migraine prophylaxis. ,12390644
668,7,2_abstract_sentence,2,"We conducted a retrospective chart review to  assess the efficacy of topiramate as add-on therapy in patients with transformed  migraine or cluster headache, and as first-line therapy in patients with episodic migraine. ",12390644
668,7,2_abstract_sentence,3,"METHODS: Patients diagnosed with transformed migraine, episodic migraine, or cluster headache, who received topiramate either as add-on therapy or monotherapy were selected via retrospective chart review. ",12390644
668,7,2_abstract_sentence,4,Patients had begun topiramate therapy at 25 mg/day for the first week and increased their dosage by 25 mg/week  to a maximum of 200 mg/day. ,12390644
668,7,2_abstract_sentence,5,"Topiramate was used as add-on therapy for patients with transformed migraine and cluster headache, and as a first-line monotherapy in patients with episodic migraine who had no previous prophylactic therapy. ",12390644
668,7,2_abstract_sentence,6,"The  outcome parameters examined included a mean 28-day migraine frequency, migraine severity, number of headache days/month, number of abortive medication tablets/month, patient global evaluation, and the MIDAS scale. ",12390644
668,7,2_abstract_sentence,7,RESULTS: One hundred seventy-eight patients (transformed migraine: n = 96; episodic migraine: n = 70; and cluster headache: n = 12) were included in the retrospective analysis. ,12390644
668,7,2_abstract_sentence,8,The mean dose of topiramate for all patients was 87.5 mg/day. ,12390644
668,7,2_abstract_sentence,9,"For patients with transformed migraine, mean migraine frequency decreased from 6.3/28 days to 3.7 (P = 0.005). ",12390644
668,7,2_abstract_sentence,10,"Mean severity decreased from 7.1 to 3.8 on a 10-point scale, with 10 representing the most severe pain (P = 0.003). ",12390644
668,7,2_abstract_sentence,11,"The mean number of headache days/month decreased from 22.1 to 9.6 (P = 0.001), and the mean number of abortive medication tablets decreased from 28.7/month to 10.6 (P = 0.001). ",12390644
668,7,2_abstract_sentence,12,Patient global evaluation indicated substantial or moderate improvement in 53% of patients with transformed migraine who used topiramate as add-on therapy. ,12390644
668,7,2_abstract_sentence,13,Mean MIDAS scale values decreased from 90.2 to 24.9 (P< 0.0001). ,12390644
668,7,2_abstract_sentence,14,"The 70  episodic migraine patients who were administered topiramate as first-line therapy exhibited a decrease in mean migraine frequency (5.8/28 days to 1.9, P = 0.001),  while mean migraine severity decreased from 8.1 to 2.0 (P = 0.003). ",12390644
668,7,2_abstract_sentence,15,Sixty-one percent of patients reported marked improvement. ,12390644
668,7,2_abstract_sentence,16,"Nine of the 12 cluster headache  patients exhibited substantial or moderate improvement in symptoms, whereas three had no improvement. ",12390644
668,7,2_abstract_sentence,17,"The most common adverse effects were paresthesias (12%), cognitive effects (11%), and dizziness (6%). ",12390644
668,7,2_abstract_sentence,18,Eight patients discontinued topiramate due to adverse effects; cognitive effects were the most common reason. ,12390644
668,7,2_abstract_sentence,19,No patient discontinued topiramate treatment due to lack of efficacy. ,12390644
668,7,2_abstract_sentence,20,Twelve percent of patients lost more than 5 lbs during treatment (a range of 5-120 lbs). ,12390644
668,7,2_abstract_sentence,21,"CONCLUSION: For both patients with transformed migraine (add-on therapy) and patients with episodic migraine (first-line monotherapy), topiramate yielded significant reductions in migraine frequency, migraine severity, number of headache days/month, and use of abortive medications. ",12390644
668,7,2_abstract_sentence,22,Topiramate also appears to  be well tolerated and useful in the adjunctive treatment of cluster headache. ,12390644
668,7,2_abstract_sentence,23,"Prospective double-blind, placebo-controlled trials will be required to confirm our results. ",12390644
668,8,1_title,0,Cluster headache: diagnosis and treatment.  ,20352587
668,8,2_abstract_sentence,0,Cluster headache is a rare yet exquisitely painful primary headache disorder occurring in either episodic or chronic patterns. ,20352587
668,8,2_abstract_sentence,1,The unique feature of cluster headache is the distinctive circadian and circannual periodicity in the episodic  forms. ,20352587
668,8,2_abstract_sentence,2,"The attacks are stereotypic--they are of extreme intensity and short duration, occur unilaterally, and are associated with robust signs and symptoms of autonomic dysfunction. ",20352587
668,8,2_abstract_sentence,3,"Although the pathophysiology of cluster headache remains to be fully understood, there have been a number of recent seminal observations. ",20352587
668,8,2_abstract_sentence,4,"To exclude structural mimics, patients presenting with symptoms suggestive of cluster headache warrant at least a brain magnetic resonance imaging (MRI) scan in their work-up. ",20352587
